comuna,region,concentracion_ref,concentracion_comb,concentracion_comuna,concentracion_rebote,emision_ref,emision_comb,emision_comuna,emision_rebote,Número de habitantes
La Ligua,Región de Valparaíso,4.413405816855393,2.865646517351516,3.005728377641552,2.897634445559465,0.09740085310887174,0.0009438675294542157,0.0009438675294542157,0.0009438675294542157,35390
Corral,Región de Los Ríos,21.372675914118947,16.03328872129523,18.98717476366146,23.255528565210188,0.6440689558722854,1.0151293833045563,1.1432251866797363,2.1432764778738753,5302
Rengo,Región del Libertador Bernardo O'Higgins,5.772299073706126,5.635101477237104,5.739693218059926,5.733949891715244,0.30186401084047193,0.17431201160846327,0.1760104271500832,0.18251628766649364,58825
Pitrufquén,Región de La Araucanía,30.154218199846383,15.53863918747454,24.413924127650493,19.193756078881012,1.4526967078597357,0.6618562359283848,1.584566418625025,0.9052550373375189,24837
Yungay,Región de Ñuble,11.612603833669345,8.839440805854508,11.360938058405218,8.952434921592985,1.0890805549241138,0.7076316594896973,1.0437643827671097,0.707657885389345,17787
Santa Bárbara,Región del Bío-Bío,6.463804090515895,5.703323523293628,6.875232626193897,5.800440539471488,0.6459710595434782,0.3799803971707251,0.5638959188371951,0.3812892955769369,13773
Puerto Octay,Región de Los Lagos,14.321729705097905,9.223966866464817,11.985755911359748,12.706507498000187,1.6005573369554982,0.3167420398512607,1.1638675647643093,1.1575598224221038,8999
Parral,Región del Maule,11.782724066810445,6.051186348750814,8.520408900837971,6.322499281874729,0.8096472976403911,0.3110418740323603,0.7477138094686863,0.35306130241586614,41637
Ancud,Región de Los Lagos,19.352823289672397,12.757727101783672,17.318903401834724,16.064119857116456,4.1169126860532,0.791905790514239,3.99761280625946,2.8972709317639103,38991
Teodoro Schmidt,Región de La Araucanía,30.681348451629454,14.690009822148358,21.57057076239171,17.862624287176615,1.4580753614117816,0.3611246893881172,0.8506760623038289,0.4938467078408581,15045
Ninhue,Región de Ñuble,16.551879630623592,16.61971641779691,20.886947363497484,17.033886676506864,0.42340254462044247,0.5606933093123391,0.7268050944107294,0.561079936719416,5213
Loncoche,Región de La Araucanía,25.280518072936722,15.476647442106911,25.933538560617013,20.16455670505113,2.297172051604358,1.4824578543108757,3.55773872099625,2.3672426087281413,23612
Antuco,Región del Bío-Bío,3.6548555248381303,3.8459450929008856,4.2769597683099,3.8846945417140812,0.3419649283147301,0.2925215741940147,0.4316291521073193,0.2925346135205731,4073
Molina,Región del Maule,4.43290957140821,2.963699367107883,3.440580417832138,3.0588493544180118,0.28267535276832434,0.10609181674487689,0.19440198877924272,0.1210443345679981,45976
Río Bueno,Región de Los Ríos,17.278095037935724,9.578306296242177,12.288970326947851,13.984969536030999,3.7698446395966556,0.5364526655900139,1.210656898901297,1.8295425100187566,31372
Tomé,Región del Bío-Bío,19.15194658164296,17.58890001227298,20.985563545568468,18.034364861527308,0.8912099105765553,0.8877236284845578,1.0823588797312493,0.887762492564405,54946
Curacautín,Región de La Araucanía,7.160462740330861,6.812084786631597,9.978519024029453,7.656098523407402,1.2074218932291487,0.6938484627039844,1.6606299244421996,0.943211412742254,17413
Quilaco,Región del Bío-Bío,6.242618405445564,5.372662717208639,6.436177574015467,5.553042660735246,0.45982431143081076,0.25472603719970127,0.425834002424898,0.27432478503480606,3988
Llaillay,Región de Valparaíso,7.604680253380324,5.149773755414087,5.240104873235425,5.17083755938722,0.17673383700978673,0.17099221795644848,0.17099221795644848,0.17099221795644848,24608
San Ignacio,Región de Ñuble,23.10760131486353,12.710802625711876,15.741771563440748,12.850123934668368,1.362217043045471,0.565748609964394,0.7524326635770644,0.5657888815268489,16079
Angol,Región de La Araucanía,19.956306887724878,13.883328322877322,21.922067623964914,16.008065056059586,4.125802725241062,1.1574364340353633,2.593463610580982,1.504250661137672,53262
Coronel,Región del Bío-Bío,26.787949080242516,18.072415035502555,20.42236617230163,18.545645852041257,1.2890183966271207,0.6638844349047649,0.6948953548137026,0.6639145817564142,116262
Cañete,Región del Bío-Bío,11.1565086102591,10.923239597692032,13.364727148106303,11.707060489104553,1.2352265378581704,0.27886907805746164,0.5052879874694327,0.3156637263552011,34537
Las Cabras,Región del Libertador Bernardo O'Higgins,8.598901414591358,8.056684392681229,8.702888582030567,8.2302792937051,0.2587128262548652,0.12364966307441164,0.13769218725699586,0.12700027959027319,24640
Victoria,Región de La Araucanía,15.020216872432973,10.176958373803595,16.802121956970424,12.04130379836623,2.80185658440309,1.5196330449084372,3.634836566684496,2.06588954576172,34182
Yerbas Buenas,Región del Maule,20.891221468890656,7.352494854112517,12.039450368026793,7.925834812489823,0.5397120771437454,0.14950457068998818,0.33502820634275143,0.1708533386029716,18081
Lolol,Región del Libertador Bernardo O'Higgins,8.741866229614727,5.856869138533594,7.464433420292481,6.105305216469975,0.09004487650175069,0.0635427062348599,0.11280951462502231,0.06767946120573705,6811
Vichuquén,Región del Maule,8.569663691676183,6.753656295336387,8.191955360834294,6.995357070672483,0.07050740312762886,0.029213665030974632,0.06117642121764833,0.03208282944177246,4322
Saavedra,Región de La Araucanía,21.795285001165013,14.867020814337469,22.22068840555343,17.848735910900796,0.8756588860348689,0.3202456307468527,0.7656270531640492,0.4354342336970002,12450
Gorbea,Región de La Araucanía,29.020114605491347,15.98263628101872,25.599790525057166,19.84264707840623,1.6935062253182203,0.7603104735308643,1.8203795886999814,1.0471981903678986,14414
El Carmen,Región de Ñuble,9.767277506036443,7.497991204177786,9.450591189222552,7.58037915843151,1.179990458077608,0.554697359623044,0.8153924288652566,0.5547279186321704,12044
Rancagua,Región del Libertador Bernardo O'Higgins,19.586083045471298,21.172750397660792,21.278389382704965,21.35584791352479,0.5272086821961776,0.2462926844882382,0.24638626109379133,0.25346876131584134,241774
Cobquecura,Región de Ñuble,12.436141987938296,11.644725198476335,14.151396115613457,12.022222242215188,0.43466836485053717,0.2756868267100034,0.41723775821886216,0.2777070558246645,5012
Villarrica,Región de La Araucanía,17.06760775976189,12.979447173870152,22.690254233650236,16.32700378849983,5.480392851003346,2.5061648496624436,6.005957851454143,3.637463813603151,55478
Nacimiento,Región del Bío-Bío,16.798917279777143,13.12063320155516,18.118072517163043,14.214478279321217,0.8678349940935955,0.44765311721523965,0.7422540922632708,0.4805048424743189,26315
Palena,Región de Los Lagos,7.470909361254599,6.864236766982067,7.256164954038144,7.221320518918256,0.1640506963591539,0.019548402534563362,0.08305657839004263,0.0646568243708429,1711
Arauco,Región del Bío-Bío,14.057239985948913,13.78607744145897,15.748215210151823,14.217795188058236,0.5298921323438259,0.9751785443259113,1.2066974205521668,0.9752282232285738,36257
Lo Prado,Región Metropolitana de Santiago,54.46498783942984,44.928961632649106,45.01236985110574,44.949505490478536,0.08021804735556637,0.027804083420265985,0.027804083420265985,0.027804083420265985,96249
Maullín,Región de Los Lagos,21.640268790563923,12.107139480837395,16.57095248336001,15.80118976255364,1.2042334551300529,0.2446467737866666,1.2330437664841936,0.8937826110433061,14216
Temuco,Región de La Araucanía,53.052780718409494,23.777829971912674,31.343463443986195,31.06975808036573,12.064006004385815,2.5571153347289184,2.882903157752296,3.4756715059444865,282415
Pelluhue,Región del Maule,10.461396175127113,9.701931439001052,11.899257129983843,10.0763352340761,0.15420750041446118,0.07098210956975555,0.13819860639676176,0.07583836634378037,7571
Los Alamos,Región del Bío-Bío,11.826914745554035,11.820155205961669,14.051142122933927,12.358800956079245,0.7316156780910585,0.31342478792363426,0.4756639387508628,0.3186253920624402,21035
Santo Domingo,Región de Valparaíso,8.69895230663698,7.157659797354711,7.873486598653592,7.289527621703554,0.12254932152005628,0.026826011418836,0.03969048037553479,0.027729466658340023,10900
Romeral,Región del Maule,2.884509802412784,2.946361952552256,3.3274775732911874,3.0330700812258597,0.14632617408922458,0.17187030238898804,0.28226068820806915,0.19481288900958385,15187
Futrono,Región de Los Ríos,9.81119290946198,7.971188786593383,10.551524176110876,9.830874431125489,2.016790516574207,0.5926819387968644,1.4299845139310288,1.2517150789500604,14665
Marchigüe,Región del Libertador Bernardo O'Higgins,8.59927878003818,6.340432370164073,7.726015567171944,6.549151616133698,0.09231067532846327,0.09910829098108698,0.15502392088604347,0.10382099444333323,7308
Cabrero,Región del Bío-Bío,26.13773270294576,14.530750855812908,19.522049113014045,15.001364932645977,1.3205897009812637,0.7598479162282255,1.1194381895923233,0.7598870573532832,28573
