day,comuna,region,avg_emision_ref,stddev_emision_ref,avg_emision_comb,stddev_emision_comb,avg_emision_comuna,stddev_emision_comuna,avg_emision_rebote,stddev_emision_rebote,avg_concentracion_ref,stddev_concentracion_ref,avg_concentracion_comb,stddev_concentracion_comb,avg_concentracion_comuna,stddev_concentracion_comuna,avg_concentracion_rebote,stddev_concentracion_rebote
7,Rinconada,Región de Valparaíso,0.19566598358788176,0.0028900041971962036,0.04883134171115442,0.0007192109597053236,0.04883134171115442,0.0007192109597053236,0.04883134171115442,0.0007192109597053236,7.598796948857158,1.4863365833659667,3.473978016513613,0.6483730143411534,3.5304470370222703,0.6629023565435807,3.489452208110428,0.6510777394431033
2,Rinconada,Región de Valparaíso,0.19481797434042974,0.002900597543796843,0.048873790914843104,0.0007373486133034504,0.048873790914843104,0.0007373486133034504,0.048873790914843104,0.0007373486133034504,7.6225336470080975,0.9729724602866571,3.6718442689004145,0.8325882573424359,3.7162732063182466,0.8481443611513483,3.6824382114418013,0.8362609284533139
1,Rinconada,Región de Valparaíso,0.19072805517054173,0.002483626693765564,0.04765668302252051,0.0006205768181396754,0.04765668302252051,0.0006205768181396754,0.04765668302252051,0.0006205768181396754,8.104585711570346,1.143166390533692,3.798713054505452,0.670235867437621,3.8434834679673053,0.6901074680383812,3.810525554415541,0.6720536559770826
4,Rinconada,Región de Valparaíso,0.19108999727943027,0.002770752004803803,0.047815102355596925,0.000686244433903944,0.047815102355596925,0.000686244433903944,0.047815102355596925,0.000686244433903944,7.639868644562986,0.9077514342705948,3.652741898251716,0.7829239136498622,3.708835370415485,0.7842637771368097,3.665962973751878,0.784143618396817
5,Rinconada,Región de Valparaíso,0.1894378987881697,0.0028006352105431893,0.04755829737580719,0.0007030981784823916,0.04755829737580719,0.0007030981784823916,0.04755829737580719,0.0007030981784823916,7.810638524570513,0.8552680253579255,3.5656884958453734,0.6090286417308893,3.6067630609326153,0.6047171920723953,3.5759522856919674,0.6064661541465934
6,Rinconada,Región de Valparaíso,0.19429480500185142,0.002802821727819237,0.0484556255566262,0.0006941066228044988,0.0484556255566262,0.0006941066228044988,0.0484556255566262,0.0006941066228044988,7.6926558186842255,1.4245383281614208,3.3536149302926965,0.8366987303303917,3.443742900406734,0.855227200692459,3.3698221294510358,0.8475045527872148
3,Rinconada,Región de Valparaíso,0.1947799627913229,0.0030197927279696974,0.04878565824241456,0.0007563538816731657,0.04878565824241456,0.0007563538816731657,0.04878565824241456,0.0007563538816731657,7.709354599810597,1.5250986807175824,3.669100774710267,1.0362512986529797,3.725475298687866,1.0532079905702048,3.6832643888306382,1.0434642543270445
3,Romeral,Región del Maule,0.14761179653246206,0.0022885158219424313,0.17363372079083567,0.002691949929932663,0.2850703088307171,0.004419619649258547,0.19679578851482588,0.003051044944898448,2.9505917613903816,0.9589631835742537,2.9620065768390984,1.0732090146323385,3.360891252464855,1.0729950479390196,3.0509400833913443,1.0776231546976354
1,Romeral,Región del Maule,0.14414598880778592,0.0018770599461019185,0.16953494428252036,0.0022076538782877498,0.27850006366403757,0.0036265789758262042,0.19217908723188976,0.0025025217061603417,2.8986402572810874,0.7879359790190749,2.9764541719646864,0.8595054579885234,3.3724964887897464,0.9122539270014619,3.0654828915204706,0.872548648863899
6,Romeral,Región del Maule,0.14878950540532357,0.00230647858356606,0.17229556201795837,0.0024667769787990335,0.28309000242248655,0.004054700042838962,0.1953163509663156,0.00279659411372523,2.6767889810814376,0.7274154331226617,2.8226833151837116,0.758086858708476,3.2012400822823355,0.7718777816887761,2.9129856194687718,0.7747323707519569
