comuna,region,concentracion_ref,concentracion_comuna,concentracion_comb,concentracion_rebote,emision_ref,emision_comuna,emision_comb,emision_rebote
Talca,Región del Maule,33.37555174788209,21.537179052476162,19.003817173572724,19.48653263910384,1.1953687532684951,0.1265479998743784,0.08813266933641666,0.10061581545578446
El Tabo,Región de Valparaíso,9.192914300743075,8.07366842962425,7.611908340106033,7.710305669843548,0.030374375710839348,0.0006006518883743293,0.0006006518883743293,0.0006006518883743293
Puerto Montt,Región de Los Lagos,22.96636035203156,11.433612537012593,9.36374012544465,11.341323521657502,9.936327176042699,0.6977586940965588,0.14226895466149692,0.5070924067636157
Curanilahue,Región del Bío-Bío,13.535606488921825,16.844916721891973,14.065756580975371,14.619257190535114,1.3245544332838055,0.9955502103937484,0.667382312971393,0.6722127131703287
Pitrufquén,Región de La Araucanía,30.154218199846383,24.41392412765049,15.538639187474542,19.193756078881012,1.452696707859736,1.584566418625025,0.6618562359283847,0.905255037337519
Vitacura,Región Metropolitana de Santiago,19.352848828666737,15.138618356982866,15.08389992053724,15.097418088341751,0.08415551739410776,0.032115075817332646,0.032115075817332646,0.032115075817332646
Melipeuco,Región de La Araucanía,6.486726267812201,7.953946385936297,5.997952079700833,6.577387046127083,0.3815369590335041,0.41917875326525555,0.17509097381137081,0.23806479930850868
Mariquina,Región de Los Ríos,26.56199771884337,23.247297451067848,15.548518777387148,21.698258422174707,2.667880257042888,3.075702208929507,1.5359622821477452,3.131177090476496
Pencahue,Región del Maule,12.65237665414712,10.877582211982242,8.513449968765586,8.937101953129746,0.5882730095919091,0.3299612542058191,0.20674983185504514,0.23609651949866875
Cholchol,Región de La Araucanía,23.846971019903823,23.731305476679946,15.705848687852573,19.565068370106843,0.658298464897251,0.7912538534695436,0.49750646917235786,0.6761795728474985
Valdivia,Región de Los Ríos,54.59076956287918,24.420825957678453,19.915545605922624,29.860392043383815,14.267842863925383,3.759928461473859,3.305981799945415,6.976065636249933
Llaillay,Región de Valparaíso,7.604680253380324,5.240104873235426,5.1497737554140866,5.170837559387221,0.1767338370097867,0.17099221795644848,0.17099221795644848,0.17099221795644848
Pirque,Región Metropolitana de Santiago,8.673289713233158,9.140113993613886,9.084583836917286,9.102158208563923,1.014933596500521,0.8508433092281069,0.8508433092281069,0.8512461924435446
Lago Ranco,Región de Los Ríos,9.685339813283502,9.472546443121933,7.594839284794832,9.078189458741278,0.783864651288775,0.5650156746224355,0.22550229798024884,0.4885719584471518
Calle Larga,Región de Valparaíso,3.1602472781605515,3.1152102203636525,3.076729946681345,3.0859890914577206,0.2744610928507184,0.13763953115518282,0.13763953115518282,0.13763953115518282
Pemuco,Región de Ñuble,17.665871996002444,14.832565606218736,11.481579497626491,11.658287501493135,0.9260719400148107,0.8015771667112443,0.5443964547561637,0.5444305073576795
Loncoche,Región de La Araucanía,25.280518072936722,25.933538560617006,15.476647442106913,20.164556705051126,2.297172051604358,3.5577387209962494,1.4824578543108757,2.3672426087281417
Colbún,Región del Maule,3.3125912768069745,3.642157322551015,2.9490667410137674,3.038872381925683,0.4353919263149624,0.5866907210302053,0.2478119117015432,0.28323300435096077
Placilla,Región del Libertador Bernardo O'Higgins,13.947780216776192,8.909497500944232,7.678994859880399,7.916268929338881,0.12171598288799393,0.05632233051375332,0.04152164470980419,0.04364490845283622
Quemchi,Región de Los Lagos,17.88187620170325,15.322489046843858,11.743126866874807,14.528705641850353,0.7867134407740252,0.837818029143902,0.165925025202311,0.6071969075893371
Puchuncaví,Región de Valparaíso,9.635711903852135,6.801370919422295,6.547472685060262,6.606003368920401,0.0870097793869332,0.00137765230753852,0.00137765230753852,0.00137765230753852
San Vicente,Región del Libertador Bernardo O'Higgins,12.536994635617523,8.41837383304107,7.426260549563866,7.657892752882169,0.3673881714793193,0.18686661427787363,0.14886706614645026,0.15604392115453355
La Ligua,Región de Valparaíso,4.413405816855393,3.005728377641552,2.865646517351516,2.897634445559465,0.09740085310887174,0.0009438675294542157,0.0009438675294542157,0.0009438675294542157
