region,date,concentracion_ref,concentracion_comb,concentracion_comuna,concentracion_rebote,emision_ref,emision_comb,emision_comuna,emision_rebote
Región de Aysén del Gral.Ibañez del Campo,2015-05-18,8.722519874592804,7.678032049339262,8.040284841900142,8.50074314196016,27.03977068712048,4.266529984412631,6.461411670722778,14.202157906910351
Región del Libertador Bernardo O'Higgins,2015-05-28,8.453174846451834,6.586587145416954,7.764875901597859,6.813920340158412,5.8884130309112885,3.59970277753015,4.261188968804138,3.741754260117265
Región Metropolitana de Santiago,2015-07-26,11.604546380924461,10.23219167276007,10.304169432688425,10.260215146241162,23.38166890192651,14.612604428145627,14.62581598599505,14.623472918457109
Región del Maule,2015-05-20,8.444177556879433,5.174460046412412,6.941169435582228,5.40543751383074,12.823260554563605,4.537133009600389,9.251688912682157,5.139218008855565
Región de Aysén del Gral.Ibañez del Campo,2015-08-16,10.291636293748258,9.0467756478418,9.15430371347619,9.375332193475542,26.427310885015718,4.167395625255456,6.316578476129639,13.89560126455607
Región de Aysén del Gral.Ibañez del Campo,2015-08-02,11.60840702704562,10.742692464358901,10.987661471820484,11.348880551570202,26.427310889085458,4.16739557429062,6.316578284272965,13.895601112958603
Región de La Araucanía,2015-06-17,19.870056161447472,11.479455134074508,18.242362271054674,14.989524016786131,75.7319564247936,32.498660674367635,65.32959637687587,44.74562134763577
Región del Bío-Bío,2015-08-27,12.12782048014982,10.37877584496809,12.023334185238541,10.71781142788176,35.22499707164504,17.73367055170788,25.046785667398435,18.244978985086117
Región de Los Lagos,2015-05-10,15.103963964581144,7.082753733133231,8.557323320739625,10.936955484830756,73.76199499261789,10.366504961120661,34.55433882117871,37.85690841253498
Región de Los Lagos,2015-06-27,13.483760140740621,6.595258053035688,9.674938684965925,10.317643268293992,78.03450988057922,10.960952179874916,36.55704909889457,40.050001463202506
Región Metropolitana de Santiago,2015-06-15,11.321897468198378,10.848287030031786,10.908008339849529,10.881428639766426,24.600806298409697,15.409316119368482,15.423238976329213,15.420773871391651
Región de La Araucanía,2015-08-13,15.413868827747695,11.08256111483053,14.451912540467086,12.229766555567013,72.92763018512262,31.32969464437328,62.94642652547926,43.12860801487412
Región de La Araucanía,2015-06-07,17.02917552349196,12.074477322010816,16.265455399034995,13.530689811806115,75.72371826839051,32.4758410665744,65.30496330366628,44.71923546271914
Región de Aysén del Gral.Ibañez del Campo,2015-07-12,7.248424570910422,6.72495896974507,6.896571927605743,6.987472146177299,26.427310878553914,4.167395625329978,6.316578476204162,13.895601264630605
Región Metropolitana de Santiago,2015-05-05,12.265056382810418,11.906684833978748,12.220566041405835,11.974923977064995,23.91291396787759,14.927390656043555,14.940850098297775,14.938464970711177
Región de Aysén del Gral.Ibañez del Campo,2015-07-09,10.554747498120207,9.883888390124635,10.017194113678382,10.062794300425383,26.343213040686962,4.1589496542327336,6.297895313992714,13.841735450767938
Región de Ñuble,2015-05-11,16.089660947382548,10.774597736342022,13.493817375148724,11.029569610519934,27.486790087497106,15.123454083850925,19.213969461581,15.15859227751491
Región de Aysén del Gral.Ibañez del Campo,2015-07-28,9.936523709873596,8.440172440642753,8.621809394599882,8.932914046889218,26.955867766421374,4.252544732496742,6.442152086344237,14.164124966525307
Región de La Araucanía,2015-05-19,18.340615066917174,11.931652855049961,18.543672466147083,14.233714145982423,74.66206441072929,32.04967233605313,64.41614354706108,44.1248799611228
