date,region,concentracion_ref,concentracion_comb,concentracion_comuna,concentracion_rebote,emision_ref,emision_comb,emision_comuna,emision_rebote,número de habitantes
2015-06-02,Región de Los Ríos,17.900586726209426,10.565568552870877,16.095825418597425,15.424584499024855,42.85932083617114,12.72410764592658,23.563798933457424,27.122388625486217,384837
2015-08-24,Región de La Araucanía,14.4304201840291,9.567977811999432,13.541421560836591,10.934919752455933,74.83118426753143,32.14416610989541,64.58771322884994,44.250873085578704,957224
2015-08-30,Región Metropolitana de Santiago,10.584080537103821,10.547728447439376,10.711297770292147,10.587982951805586,23.381668948104426,14.612604430991588,14.625815988841012,14.623472921303073,7112808
2015-05-17,Región de Aysén del Gral.Ibañez del Campo,10.028532976942417,9.512584935558053,9.713473554601954,10.208152503445714,26.427310887058297,4.1673956258004985,6.316578476674683,13.895601265101117,103158
2015-08-26,Región de La Araucanía,14.347294135009514,10.745571124095942,13.208538324207563,11.58367069001104,73.28899009988827,31.450316794879203,63.22219004957934,43.30221427213349,957224
2015-07-24,Región del Bío-Bío,13.870613398245675,9.690124718776758,12.53735715123225,10.23251146802015,35.92483205282553,18.049315738397485,25.50480973276941,18.56935538948168,1556805
2015-06-19,Región Metropolitana de Santiago,13.263458934081031,12.463090153814719,12.537861263622862,12.492487863739683,24.51483818938905,15.328496310625678,15.342344947228236,15.339888866110167,7112808
2015-08-06,Región de Ñuble,12.880298070447804,10.867138340748141,12.048234414077491,10.893225873182928,26.792806174409684,14.73950504406821,18.72577183107883,14.773787601793737,480609
2015-07-24,Región de Aysén del Gral.Ibañez del Campo,11.47224232638705,10.451581523127885,10.675775888939382,10.988285345705592,26.820311392433965,4.222846099475939,6.40308406110583,14.090549440273335,103158
2015-06-04,Región del Maule,8.63702451312184,5.800138979580241,7.317316489425468,6.004184041206201,13.17055968819073,4.669063107419041,9.516634876893834,5.288282584604799,1044950
2015-08-15,Región del Maule,8.062029838750465,6.224985474960614,7.3848468380358065,6.40081469547404,12.975286857290968,4.588350573213145,9.362152330891035,5.197889208235441,1044950
2015-08-01,Región Metropolitana de Santiago,12.240427883882832,10.61564965210606,10.696349699964689,10.637812275094005,23.902012449222415,14.948738807002158,14.962269163409294,14.959868814903169,7112808
2015-08-20,Región de Los Lagos,14.337889051472123,8.27539097825417,10.755495262143569,11.476363651452381,73.49567892727877,10.347589906213546,34.422603285989595,37.7165889649244,828708
2015-05-14,Región de La Araucanía,19.8402955064702,14.375625247259393,21.461400889220002,16.932529927258294,72.92806489680468,31.329870526278402,62.94687016448778,43.128850724936235,957224
2015-05-12,Región de Los Ríos,13.645895684180173,7.713940984708791,11.809512305099334,10.899928812461186,41.476762142180206,12.313652521746462,22.803676397735046,26.247472819126912,384837
2015-05-31,Región de Los Lagos,14.892460736983002,8.118633086522246,11.287371131228948,11.5145637958011,73.76199499244979,10.36650496151512,34.554338821573175,37.856908412929435,828708
2015-06-28,Región de Los Lagos,17.63365429818204,8.612144251218577,12.339833778388144,14.222874056426825,76.2207280960781,10.712055099765191,35.706150068812164,39.11880539580613,828708
2015-05-10,Región de Los Lagos,15.103963964581142,7.082753733133231,8.557323320739622,10.93695548483076,73.76199499261789,10.366504961120661,34.55433882117871,37.85690841253497,828708
2015-08-13,Región del Maule,7.67031526307974,5.169402765425927,6.442218986973844,5.362997686531106,12.74569893022997,4.5184481726940655,9.209646670825913,5.117692825486057,1044950
2015-06-10,Región del Maule,8.994425197436444,6.3063816887976305,7.925207472657632,6.472384899790413,13.250702543484062,4.688370764207321,9.56007854125168,5.310525277749652,1044950
2015-07-08,Región de La Araucanía,14.176291700051923,9.253608158220196,14.306161283839687,10.844168782820713,73.28899009591494,31.44939004086162,63.22039210949884,43.30111929718094,957224
